fpr,tpr,split
0.23237720611271626,0.5129039442975702,test
0.23410032373725068,0.5151118987439838,test
0.23570160476207053,0.5171600670133543,test
0.2375117485292582,0.5193292854168482,test
0.2393392975249765,0.5215275558525319,test
0.24101019946391897,0.5237597203257701,test
0.24292477460229053,0.5256674704395572,test
0.24475232359800883,0.5275558525318846,test
0.2465972778222578,0.5295507587422407,test
0.24839001636091482,0.5314536668506629,test
0.2501827548995718,0.533526045146858,test
0.25194068298116756,0.5359276798078693,test
0.25385525811953913,0.5380194261255241,test
0.2557002123437881,0.5398448621481072,test
0.25749295088244506,0.5417429282511645,test
0.2592682841925715,0.5436603623756815,test
0.2610088070456365,0.5457424246826066,test
0.26292338218400807,0.5475484926837298,test
0.26476833640825703,0.5495288728779911,test
0.2665436697183834,0.5515528311205369,test
0.26845824485675496,0.5531700609124275,test
0.2704598461377798,0.5552327551978927,test
0.27253106833292723,0.5569419830917173,test
0.27441083301423747,0.5588787852376941,test
0.2761687610958332,0.5611738957806766,test
0.2779440944059596,0.5632414320715068,test
0.2798238590872698,0.5651540241906589,test
0.2818776760538866,0.5672360864975838,test
0.2838096564207888,0.569226150702575,test
0.28555017927385384,0.5710419027144282,test
0.287534375326348,0.5729399688174854,test
0.28943154523618897,0.5748041408829881,test
0.29115466286072333,0.5767748370665194,test
0.29301702231350296,0.5788133213251601,test
0.2947749503950987,0.5807065454228524,test
0.2963936366484492,0.58257555949372,test
0.2980819438159223,0.5843767854894784,test
0.29992689804017125,0.5862748515925356,test
0.3017892574929509,0.5882261797546071,test
0.30347756466042397,0.5902307699756931,test
0.30532251888467293,0.5923225162933481,test
0.30725449925157516,0.5943028964876093,test
0.30901242733317086,0.5960266503975287,test
0.3107703554147666,0.5979295585059509,test
0.31247606781077036,0.5996726804373299,test
0.31433842726355,0.6015562205242924,test
0.31613116580220696,0.60342523459516,test
0.3179064991123333,0.6053668787465016,test
0.3198036690221743,0.6072262088066394,test
0.3217704598461378,0.6087659665126909,test
